Organisation Code;Organisation Name;All Procedures - Total HES Procedures;All Procedures - Total Pre-Op Qs;All Procedures - Participation Rate;All Procedures - Total Linked;All Procedures - Linkage rate;All Procedures - Total Q2s sent to date;All Procedures - Issue rate;All Procedures - Total Q2s returned to date;All Procedures - Response rate;Hip Replacement - Total HES Procedures;Hip Replacement - Total Pre-Op Qs;Hip Replacement - Participation Rate;Hip Replacement - Total Linked;Hip Replacement - Linkage rate;Hip Replacement - Total Q2s sent to date;Hip Replacement - Issue rate;Hip Replacement - Total Q2s returned to date;Hip Replacement - Response rate;Primary Hip Replacement - Total HES Procedures;Primary Hip Replacement - Total Pre-Op Qs;Primary Hip Replacement - Participation Rate;Primary Hip Replacement - Total Linked;Primary Hip Replacement - Linkage rate;Primary Hip Replacement - Total Q2s sent to date;Primary Hip Replacement - Issue rate;Primary Hip Replacement - Total Q2s returned to date;Primary Hip Replacement - Response rate;Revision Hip Replacement - Total HES Procedures;Revision Hip Replacement - Total Pre-Op Qs;Revision Hip Replacement - Participation Rate;Revision Hip Replacement - Total Linked;Revision Hip Replacement - Linkage rate;Revision Hip Replacement - Total Q2s sent to date;Revision Hip Replacement - Issue rate;Revision Hip Replacement - Total Q2s returned to date;Revision Hip Replacement - Response rate;Knee Replacement - Total HES Procedures;Knee Replacement - Total Pre-Op Qs;Knee Replacement - Participation Rate;Knee Replacement - Total Linked;Knee Replacement - Linkage rate;Knee Replacement - Total Q2s sent to date;Knee Replacement - Issue rate;Knee Replacement - Total Q2s returned to date;Knee Replacement - Response rate;Primary Knee Replacement - Total HES Procedures;Primary Knee Replacement - Total Pre-Op Qs;Primary Knee Replacement - Participation Rate;Primary Knee Replacement - Total Linked;Primary Knee Replacement - Linkage rate;Primary Knee Replacement - Total Q2s sent to date;Primary Knee Replacement - Issue rate;Primary Knee Replacement - Total Q2s returned to date;Primary Knee Replacement - Response rate;Revision Knee Replacement - Total HES Procedures;Revision Knee Replacement - Total Pre-Op Qs;Revision Knee Replacement - Participation Rate;Revision Knee Replacement - Total Linked;Revision Knee Replacement - Linkage rate;Revision Knee Replacement - Total Q2s sent to date;Revision Knee Replacement - Issue rate;Revision Knee Replacement - Total Q2s returned to date;Revision Knee Replacement - Response rate;CSVYear
NT402;BMI - BATH CLINIC;262;265;10.114.504;225;0.8490566;265;1.0;186;0.7018868;130;139;10.692.308;114;0.8201439;139;1;98;0.705036;130;114;0.8769231;114;1;114;1;87;0.7631579;0;0;0;0;0;0;0;0;0;132;126;0.9545455;111;0.8809524;126;1;88;0.6984127;*;111;0.8473282;*;1;111;1;84;0.7567568;*;0;*;0;0;0;0;0;0;2018/19
NT405;BMI - BISHOPS WOOD;99;65;0.6565657;55;0.8461538;65;1.0;56;0.8615385;49;33;0.6734694;29;0.8787879;33;1;29;0.8787879;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;50;32;0.64;26;0.8125;32;1;27;0.84375;50;26;0.52;26;1;26;1;22;0.8461538;0;0;0;0;0;0;0;0;0;2016/17
NT405;BMI - BISHOPS WOOD;78;46;0.5897436;41;0.8913043;46;1.0;35;0.7608696;37;22;0.5945946;20;0.9090909;22;1;18;0.8181818;*;20;*;20;1;20;1;16;0.8;*;0;*;0;0;0;0;0;0;41;24;0.5853659;21;0.875;24;1;17;0.7083333;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;2017/18
NT405;BMI - BISHOPS WOOD;85;47;0.5529412;41;0.8723404;47;1.0;39;0.8297872;36;18;0.5;17;0.9444444;18;1;17;0.9444444;*;17;*;17;1;17;1;17;1;*;0;*;0;0;0;0;0;0;49;29;0.5918367;24;0.8275862;29;1;22;0.7586207;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;2018/19
NT409;BMI - CHELSFIELD PARK HOSPITAL;55;21;0.3818182;19;0.9047619;20;0.952381;17;0.85;26;11;0.4230769;11;1;11;1;8;0.7272727;*;*;*;*;*;*;*;8;*;*;*;*;*;*;*;*;0;*;29;10;0.3448276;8;0.8;9;0.9;9;1;*;8;0.2962963;*;1;7;0.875;7;1;*;0;*;0;0;0;0;0;0;2016/17
NT409;BMI - CHELSFIELD PARK HOSPITAL;94;29;0.3085106;29;1.0;29;1.0;21;0.7241379;48;11;0.2291667;11;1;11;1;8;0.7272727;*;11;*;11;1;11;1;8;0.7272727;*;0;*;0;0;0;0;0;0;46;18;0.3913043;18;1;18;1;13;0.7222222;*;18;0.4090909;*;1;18;1;13;0.7222222;*;0;*;0;0;0;0;0;0;2017/18
NT409;BMI - CHELSFIELD PARK HOSPITAL;121;40;0.3305785;38;0.95;40;1.0;34;0.85;59;20;0.3389831;20;1;20;1;16;0.8;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;62;20;0.3225806;18;0.9;20;1;18;0.9;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;2018/19
NT414;BMI - FAWKHAM MANOR HOSPITAL;79;57;0.721519;54;0.9473684;57;1.0;46;0.8070175;31;24;0.7741935;24;1;24;1;20;0.8333333;31;24;0.7741935;24;1;24;1;20;0.8333333;0;0;0;0;0;0;0;0;0;48;33;0.6875;30;0.9090909;33;1;26;0.7878788;48;30;0.625;30;1;30;1;24;0.8;0;0;0;0;0;0;0;0;0;2016/17
NT414;BMI - FAWKHAM MANOR HOSPITAL;57;46;0.8070175;45;0.9782609;46;1.0;37;0.8043478;27;25;0.9259259;25;1;25;1;21;0.84;27;25;0.9259259;25;1;25;1;21;0.84;0;0;0;0;0;0;0;0;0;30;21;0.7;20;0.952381;21;1;16;0.7619048;30;20;0.6666667;20;1;20;1;16;0.8;0;0;0;0;0;0;0;0;0;2017/18
NT414;BMI - FAWKHAM MANOR HOSPITAL;26;20;0.7692308;20;1.0;20;1.0;14;0.7;13;9;0.6923077;9;1;9;1;7;0.7777778;13;9;0.6923077;9;1;9;1;7;0.7777778;0;0;0;0;0;0;0;0;0;13;11;0.8461538;11;1;11;1;7;0.6363636;13;11;0.8461538;11;1;11;1;7;0.6363636;0;0;0;0;0;0;0;0;0;2018/19
NT417;BMI - GORING HALL HOSPITAL;713;630;0.8835905;546;0.8666667;629;0.9984127;522;0.8298887;329;274;0.8328267;249;0.9087591;273;0.9963504;225;0.8241758;305;234;0.7672131;234;1;233;0.9957265;199;0.8540773;24;15;0.625;15;1;15;1;12;0.8;384;356;0.9270833;297;0.8342697;356;1;297;0.8342697;366;287;0.784153;287;1;287;1;254;0.8850174;18;10;0.5555556;10;1;10;1;10;1;2016/17
NT417;BMI - GORING HALL HOSPITAL;572;451;0.7884615;413;0.9157428;450;0.9977827;355;0.7888889;243;196;0.8065844;181;0.9234694;196;1;159;0.8112245;233;172;0.7381974;172;1;172;1;146;0.8488372;10;9;0.9;9;1;9;1;7;0.7777778;329;255;0.775076;232;0.9098039;254;0.9960784;196;0.7716535;308;221;0.7175325;221;1;220;0.9954751;178;0.8090909;21;11;0.5238095;11;1;11;1;9;0.8181818;2017/18
NT417;BMI - GORING HALL HOSPITAL;333;290;0.8708709;259;0.8931034;290;1.0;213;0.7344828;140;132;0.9428571;112;0.8484848;132;1;94;0.7121212;131;105;0.8015267;105;1;105;1;82;0.7809524;9;7;0.7777778;7;1;7;1;6;0.8571429;193;158;0.8186528;147;0.9303797;158;1;119;0.7531646;173;136;0.7861272;136;1;136;1;105;0.7720588;20;11;0.55;11;1;11;1;8;0.7272727;2018/19
NT416;BMI - HENDON HOSPITAL;21;40;19.047.619;21;0.525;40;1.0;27;0.675;8;14;1.75;9;0.6428571;14;1;7;0.5;8;9;1.125;9;1;9;1;6;0.6666667;0;0;0;0;0;0;0;0;0;13;26;2;12;0.4615385;26;1;20;0.7692308;13;12;0.9230769;12;1;12;1;9;0.75;0;0;0;0;0;0;0;0;0;2016/17
NT416;BMI - HENDON HOSPITAL;16;29;18.125;18;0.6206897;29;1.0;20;0.6896552;*;8;*;3;0.375;8;1;6;0.75;*;*;*;*;*;*;*;*;*;0;0;0;0;0;0;0;0;0;16;21;13.125;15;0.7142857;21;1;14;0.6666667;16;15;0.9375;15;1;15;1;10;0.6666667;0;0;0;0;0;0;0;0;0;2017/18
NT416;BMI - HENDON HOSPITAL;0;0;0.0;0;0.0;0;0.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;*;0;*;0;0;0;0;0;0;*;0;0;*;0;0;0;0;0;*;0;*;0;0;0;0;0;0;2018/19
NT433;BMI - SARUM ROAD HOSPITAL;126;119;0.9444444;97;0.8151261;118;0.9915966;107;0.9067797;71;61;0.8591549;52;0.852459;60;0.9836066;54;0.9;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;55;58;10.545.455;45;0.7758621;58;1;53;0.9137931;55;*;*;*;*;*;*;*;*;0;*;*;*;*;*;*;*;*;2016/17
NT433;BMI - SARUM ROAD HOSPITAL;142;47;0.3309859;44;0.9361702;47;1.0;39;0.8297872;69;17;0.2463768;16;0.9411765;17;1;14;0.8235294;69;*;*;*;*;*;*;*;*;0;*;*;*;*;*;*;*;*;73;30;0.4109589;28;0.9333333;30;1;25;0.8333333;73;28;0.3835616;28;1;28;1;25;0.8928571;0;0;0;0;0;0;0;0;0;2017/18
NT433;BMI - SARUM ROAD HOSPITAL;181;48;0.2651934;41;0.8541667;48;1.0;36;0.75;88;21;0.2386364;18;0.8571429;21;1;16;0.7619048;88;18;0.2045455;18;1;18;1;15;0.8333333;0;0;0;0;0;0;0;0;0;93;27;0.2903226;23;0.8518519;27;1;20;0.7407407;*;23;0.25;*;1;23;1;19;0.826087;*;0;*;0;0;0;0;0;0;2018/19
NT436;BMI - SHIRLEY OAKS HOSPITAL;52;31;0.5961538;13;0.4193548;31;1.0;18;0.5806452;27;6;0.2222222;5;0.8333333;6;1;4;0.6666667;27;*;*;*;*;*;*;*;*;0;0;0;0;0;0;0;0;0;25;25;1;8;0.32;25;1;14;0.56;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;2016/17
NT436;BMI - SHIRLEY OAKS HOSPITAL;81;34;0.4197531;22;0.6470588;34;1.0;25;0.7352941;36;10;0.2777778;8;0.8;10;1;9;0.9;36;8;0.2222222;8;1;8;1;7;0.875;0;0;0;0;0;0;0;0;0;45;24;0.5333333;14;0.5833333;24;1;16;0.6666667;*;14;0.3181818;*;1;14;1;11;0.7857143;*;0;*;0;0;0;0;0;0;2017/18
NT436;BMI - SHIRLEY OAKS HOSPITAL;78;48;0.6153846;26;0.5416667;48;1.0;34;0.7083333;38;25;0.6578947;14;0.56;25;1;19;0.76;*;14;*;14;1;14;1;11;0.7857143;*;0;*;0;0;0;0;0;0;40;23;0.575;12;0.5217391;23;1;15;0.6521739;*;12;0.3076923;*;1;12;1;12;1;*;0;*;0;0;0;0;0;0;2018/19
NT401;BMI - THE ALEXANDRA HOSPITAL;498;364;0.7309237;322;0.8846154;361;0.9917582;291;0.8060942;244;179;0.7336066;166;0.9273743;177;0.9888268;150;0.8474576;*;166;*;166;1;165;0.9939759;142;0.8606061;*;0;*;0;0;0;0;0;0;254;185;0.7283465;156;0.8432432;184;0.9945946;141;0.7663043;*;*;*;*;*;*;*;*;0.8169935;*;*;*;*;*;*;*;0;*;2016/17
NT401;BMI - THE ALEXANDRA HOSPITAL;521;511;0.9808061;412;0.8062622;510;0.9980431;369;0.7235294;198;193;0.9747475;157;0.8134715;193;1;137;0.7098446;*;157;*;157;1;157;1;122;0.7770701;*;0;*;0;0;0;0;0;0;323;318;0.9845201;255;0.8018868;317;0.9968553;232;0.7318612;*;*;*;*;*;*;*;*;0.7619048;*;*;*;*;*;*;*;0;*;2017/18
NT401;BMI - THE ALEXANDRA HOSPITAL;568;468;0.8239437;415;0.8867521;466;0.9957265;339;0.7274678;253;213;0.8418972;190;0.8920188;212;0.9953052;154;0.7264151;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;315;255;0.8095238;225;0.8823529;254;0.9960784;185;0.7283465;309;*;*;*;*;*;*;*;*;6;*;*;*;*;*;*;*;*;2018/19
NT403;BMI - THE BEARDWOOD HOSPITAL;231;215;0.9307359;197;0.9162791;214;0.9953488;176;0.8224299;110;100;0.9090909;93;0.93;100;1;80;0.8;110;93;0.8454545;93;1;93;1;74;0.7956989;0;0;0;0;0;0;0;0;0;121;115;0.9504132;104;0.9043478;114;0.9913043;96;0.8421053;*;104;0.8666667;*;1;104;1;88;0.8461538;*;0;*;0;0;0;0;0;0;2016/17
NT403;BMI - THE BEARDWOOD HOSPITAL;255;246;0.9647059;224;0.9105691;242;0.9837398;183;0.7561983;133;127;0.9548872;120;0.9448819;126;0.992126;94;0.7460317;133;120;0.9022556;120;1;120;1;90;0.75;0;0;0;0;0;0;0;0;0;122;119;0.9754098;104;0.8739496;116;0.9747899;89;0.7672414;122;104;0.852459;104;1;103;0.9903846;83;0.8058252;0;0;0;0;0;0;0;0;0;2017/18
NT403;BMI - THE BEARDWOOD HOSPITAL;335;276;0.8238806;258;0.9347826;273;0.9891304;211;0.7728938;141;123;0.8723404;114;0.9268293;123;1;98;0.796748;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;194;153;0.7886598;144;0.9411765;150;0.9803922;113;0.7533333;194;144;0.742268;144;1;142;0.9861111;109;0.7676056;0;0;0;0;0;0;0;0;0;2018/19
NT404;BMI - THE BEAUMONT HOSPITAL;241;240;0.9958506;205;0.8541667;239;0.9958333;174;0.7280335;93;91;0.9784946;84;0.9230769;90;0.989011;64;0.7111111;93;84;0.9032258;84;1;84;1;61;0.7261905;0;0;0;0;0;0;0;0;0;148;149;10.067.568;121;0.8120805;149;1;110;0.738255;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;2016/17
NT404;BMI - THE BEAUMONT HOSPITAL;263;256;0.973384;230;0.8984375;255;0.9960938;185;0.7254902;78;78;1;67;0.8589744;78;1;56;0.7179487;78;67;0.8589744;67;1;67;1;52;0.7761194;0;0;0;0;0;0;0;0;0;185;178;0.9621622;163;0.9157303;177;0.994382;129;0.7288136;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;2017/18
NT404;BMI - THE BEAUMONT HOSPITAL;242;250;10.330.579;230;0.92;250;1.0;184;0.736;95;98;10.315.789;90;0.9183673;98;1;79;0.8061224;95;90;0.9473684;90;1;90;1;76;0.8444444;0;0;0;0;0;0;0;0;0;147;152;10.340.136;140;0.9210526;152;1;105;0.6907895;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;2018/19
NT406;BMI - THE BLACKHEATH HOSPITAL;57;49;0.8596491;36;0.7346939;49;1.0;35;0.7142857;32;22;0.6875;18;0.8181818;22;1;17;0.7727273;32;18;0.5625;18;1;18;1;14;0.7777778;0;0;0;0;0;0;0;0;0;25;27;1.08;18;0.6666667;27;1;18;0.6666667;25;18;0.72;18;1;18;1;12;0.6666667;0;0;0;0;0;0;0;0;0;2016/17
NT406;BMI - THE BLACKHEATH HOSPITAL;59;53;0.8983051;33;0.6226415;53;1.0;41;0.7735849;36;29;0.8055556;21;0.7241379;29;1;24;0.8275862;36;21;0.5833333;21;1;21;1;19;0.9047619;0;0;0;0;0;0;0;0;0;23;24;10.434.783;12;0.5;24;1;17;0.7083333;23;12;0.5217391;12;1;12;1;9;0.75;0;0;0;0;0;0;0;0;0;2017/18
NT406;BMI - THE BLACKHEATH HOSPITAL;61;74;12.131.148;45;0.6081081;73;0.9864865;43;0.5890411;31;32;10.322.581;24;0.75;31;0.96875;17;0.5483871;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;30;42;1.4;21;0.5;42;1;26;0.6190476;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;2018/19
NT408;BMI - THE CHAUCER HOSPITAL;43;39;0.9069767;36;0.9230769;38;0.974359;31;0.8157895;27;24;0.8888889;22;0.9166667;23;0.9583333;20;0.8695652;27;22;0.8148148;22;1;22;1;20;0.9090909;0;0;0;0;0;0;0;0;0;16;15;0.9375;14;0.9333333;15;1;11;0.7333333;16;14;0.875;14;1;14;1;11;0.7857143;0;0;0;0;0;0;0;0;0;2016/17
NT408;BMI - THE CHAUCER HOSPITAL;61;59;0.9672131;53;0.8983051;59;1.0;42;0.7118644;13;10;0.7692308;9;0.9;10;1;6;0.6;13;9;0.6923077;9;1;9;1;6;0.6666667;0;0;0;0;0;0;0;0;0;48;49;10.208.333;44;0.8979592;49;1;36;0.7346939;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;2017/18
NT408;BMI - THE CHAUCER HOSPITAL;97;61;0.628866;56;0.9180328;61;1.0;37;0.6065574;15;8;0.5333333;8;1;8;1;4;0.5;15;8;0.5333333;8;1;8;1;4;0.5;0;0;0;0;0;0;0;0;0;82;53;0.6463415;48;0.9056604;53;1;33;0.6226415;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;2018/19
NT410;BMI - THE CHILTERN HOSPITAL;179;187;10.446.927;161;0.8609626;186;0.9946524;155;0.8333333;90;87;0.9666667;76;0.8735632;86;0.9885057;73;0.8488372;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;89;100;11.235.955;85;0.85;100;1;82;0.82;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;2016/17
NT410;BMI - THE CHILTERN HOSPITAL;201;218;10.845.771;195;0.8944954;218;1.0;178;0.8165138;95;104;10.947.368;95;0.9134615;104;1;83;0.7980769;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;106;114;10.754.717;100;0.877193;114;1;95;0.8333333;106;100;0.9433962;100;1;100;1;86;0.86;0;0;0;0;0;0;0;0;0;2017/18
NT410;BMI - THE CHILTERN HOSPITAL;323;315;0.9752322;286;0.9079365;314;0.9968254;242;0.7707006;156;152;0.974359;137;0.9013158;152;1;118;0.7763158;156;137;0.8782051;137;1;137;1;107;0.7810219;0;0;0;0;0;0;0;0;0;167;163;0.9760479;149;0.9141104;162;0.993865;124;0.7654321;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;2018/19
NT411;BMI - THE CLEMENTINE CHURCHILL HOSPITAL;203;117;0.5763547;102;0.8717949;117;1.0;79;0.6752137;50;32;0.64;27;0.84375;32;1;20;0.625;50;27;0.54;27;1;27;1;18;0.6666667;0;0;0;0;0;0;0;0;0;153;85;0.5555556;75;0.8823529;85;1;59;0.6941176;*;75;0.4966887;*;1;75;1;53;0.7066667;*;0;*;0;0;0;0;0;0;2016/17
NT411;BMI - THE CLEMENTINE CHURCHILL HOSPITAL;208;106;0.5096154;84;0.7924528;105;0.990566;63;0.6;66;48;0.7272727;38;0.7916667;48;1;29;0.6041667;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;142;58;0.4084507;46;0.7931034;57;0.9827586;34;0.5964912;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;2017/18
NT411;BMI - THE CLEMENTINE CHURCHILL HOSPITAL;168;51;0.3035714;45;0.8823529;50;0.9803922;28;0.56;39;18;0.4615385;16;0.8888889;18;1;11;0.6111111;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;129;33;0.255814;29;0.8787879;32;0.969697;17;0.53125;*;29;0.2265625;*;1;29;1;17;0.5862069;*;0;*;0;0;0;0;0;0;2018/19
NT412;BMI - THE DROITWICH SPA HOSPITAL;434;386;0.8894009;311;0.8056995;385;0.9974093;313;0.812987;192;168;0.875;133;0.7916667;167;0.9940476;137;0.8203593;192;133;0.6927083;133;1;133;1;112;0.8421053;0;0;0;0;0;0;0;0;0;242;218;0.9008264;178;0.8165138;218;1;176;0.8073394;236;*;*;*;*;*;*;*;*;6;*;*;*;*;*;*;*;*;2016/17
NT412;BMI - THE DROITWICH SPA HOSPITAL;249;168;0.6746988;130;0.7738095;167;0.9940476;132;0.7904192;116;86;0.7413793;69;0.8023256;86;1;70;0.8139535;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;133;82;0.6165414;61;0.7439024;81;0.9878049;62;0.7654321;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;2017/18
NT412;BMI - THE DROITWICH SPA HOSPITAL;258;211;0.8178295;194;0.9194313;210;0.9952607;170;0.8095238;130;109;0.8384615;102;0.9357798;108;0.9908257;93;0.8611111;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;128;102;0.796875;92;0.9019608;102;1;77;0.754902;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;2018/19
NT413;BMI - THE ESPERANCE HOSPITAL;138;166;12.028.986;130;0.7831325;166;1.0;134;0.8072289;68;82;12.058.824;63;0.7682927;82;1;72;0.8780488;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;70;84;1.2;67;0.797619;84;1;62;0.7380952;70;67;0.9571429;67;1;67;1;54;0.8059701;0;0;0;0;0;0;0;0;0;2016/17
NT413;BMI - THE ESPERANCE HOSPITAL;157;149;0.9490446;128;0.8590604;149;1.0;119;0.7986577;89;84;0.9438202;70;0.8333333;84;1;73;0.8690476;*;70;*;70;1;70;1;66;0.9428571;*;0;*;0;0;0;0;0;0;68;65;0.9558824;58;0.8923077;65;1;46;0.7076923;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;2017/18
NT413;BMI - THE ESPERANCE HOSPITAL;106;96;0.9056604;80;0.8333333;96;1.0;74;0.7708333;43;41;0.9534884;35;0.8536585;41;1;32;0.7804878;43;35;0.8139535;35;1;35;1;28;0.8;0;0;0;0;0;0;0;0;0;63;55;0.8730159;45;0.8181818;55;1;42;0.7636364;63;45;0.7142857;45;1;45;1;38;0.8444444;0;0;0;0;0;0;0;0;0;2018/19
NT418;BMI - THE HAMPSHIRE CLINIC;122;136;11.147.541;117;0.8602941;135;0.9926471;113;0.837037;60;67;11.166.667;60;0.8955224;66;0.9850746;55;0.8333333;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;62;69;11.129.032;57;0.826087;69;1;58;0.8405797;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;2016/17
NT418;BMI - THE HAMPSHIRE CLINIC;165;145;0.8787879;134;0.9241379;144;0.9931034;122;0.8472222;87;75;0.862069;70;0.9333333;75;1;66;0.88;87;70;0.8045977;70;1;70;1;63;0.9;0;0;0;0;0;0;0;0;0;78;70;0.8974359;64;0.9142857;69;0.9857143;56;0.8115942;78;64;0.8205128;64;1;63;0.984375;53;0.8412698;0;0;0;0;0;0;0;0;0;2017/18
NT418;BMI - THE HAMPSHIRE CLINIC;133;121;0.9097744;112;0.9256198;120;0.9917355;99;0.825;73;70;0.9589041;65;0.9285714;70;1;61;0.8714286;73;65;0.890411;65;1;65;1;57;0.8769231;0;0;0;0;0;0;0;0;0;60;51;0.85;47;0.9215686;50;0.9803922;38;0.76;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;2018/19
NT419;BMI - THE HARBOUR HOSPITAL;94;75;0.7978723;59;0.7866667;75;1.0;64;0.8533333;33;23;0.6969697;20;0.8695652;23;1;18;0.7826087;33;20;0.6060606;20;1;20;1;18;0.9;0;0;0;0;0;0;0;0;0;61;52;0.852459;39;0.75;52;1;46;0.8846154;61;39;0.6393443;39;1;39;1;35;0.8974359;0;0;0;0;0;0;0;0;0;2016/17
NT419;BMI - THE HARBOUR HOSPITAL;28;20;0.7142857;15;0.75;20;1.0;15;0.75;18;14;0.7777778;12;0.8571429;14;1;10;0.7142857;18;12;0.6666667;12;1;12;1;8;0.6666667;0;0;0;0;0;0;0;0;0;10;6;0.6;3;0.5;6;1;5;0.8333333;10;*;*;*;*;*;*;*;*;0;0;0;0;0;0;0;0;0;2017/18
NT419;BMI - THE HARBOUR HOSPITAL;73;48;0.6575342;46;0.9583333;48;1.0;40;0.8333333;24;11;0.4583333;11;1;11;1;9;0.8181818;24;11;0.4583333;11;1;11;1;9;0.8181818;0;0;0;0;0;0;0;0;0;49;37;0.755102;35;0.9459459;37;1;31;0.8378378;49;35;0.7142857;35;1;35;1;31;0.8857143;0;0;0;0;0;0;0;0;0;2018/19
NT420;BMI - THE HIGHFIELD HOSPITAL;499;220;0.4408818;186;0.8454545;220;1.0;166;0.7545455;212;95;0.4481132;84;0.8842105;95;1;74;0.7789474;212;84;0.3962264;84;1;84;1;67;0.797619;0;0;0;0;0;0;0;0;0;287;125;0.4355401;102;0.816;125;1;92;0.736;*;102;0.3578947;*;1;102;1;78;0.7647059;*;0;*;0;0;0;0;0;0;2016/17
NT420;BMI - THE HIGHFIELD HOSPITAL;539;186;0.3450835;161;0.8655914;184;0.9892473;131;0.7119565;221;79;0.3574661;66;0.835443;78;0.9873418;60;0.7692308;221;66;0.2986425;66;1;66;1;55;0.8333333;0;0;0;0;0;0;0;0;0;318;107;0.336478;95;0.8878505;106;0.9906542;71;0.6698113;*;95;0.3006329;*;1;95;1;66;0.6947368;*;0;*;0;0;0;0;0;0;2017/18
NT420;BMI - THE HIGHFIELD HOSPITAL;508;341;0.6712598;224;0.6568915;339;0.9941349;241;0.7109145;230;133;0.5782609;93;0.6992481;132;0.9924812;96;0.7272727;230;93;0.4043478;93;1;93;1;71;0.7634409;0;0;0;0;0;0;0;0;0;278;208;0.7482014;131;0.6298077;207;0.9951923;145;0.7004831;*;*;*;*;*;*;*;*;0.7;*;*;*;*;*;*;*;0;*;2018/19
NT421;BMI - THE KINGS OAK HOSPITAL;127;93;0.7322835;72;0.7741935;93;1.0;72;0.7741935;61;41;0.6721311;33;0.804878;41;1;33;0.804878;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;66;52;0.7878788;39;0.75;52;1;39;0.75;*;39;0.6;*;1;39;1;30;0.7692308;*;0;*;0;0;0;0;0;0;2016/17
NT421;BMI - THE KINGS OAK HOSPITAL;78;44;0.5641026;29;0.6590909;44;1.0;34;0.7727273;33;19;0.5757576;13;0.6842105;19;1;15;0.7894737;33;13;0.3939394;13;1;13;1;10;0.7692308;0;0;0;0;0;0;0;0;0;45;25;0.5555556;16;0.64;25;1;19;0.76;45;16;0.3555556;16;1;16;1;14;0.875;0;0;0;0;0;0;0;0;0;2017/18
NT421;BMI - THE KINGS OAK HOSPITAL;82;34;0.4146341;22;0.6470588;34;1.0;26;0.7647059;40;16;0.4;12;0.75;16;1;12;0.75;*;*;*;*;*;*;*;9;*;*;*;*;*;*;*;*;0;*;42;18;0.4285714;10;0.5555556;18;1;14;0.7777778;42;10;0.2380952;10;1;10;1;8;0.8;0;0;0;0;0;0;0;0;0;2018/19
NT422;BMI - THE LONDON INDEPENDENT HOSPITAL;66;53;0.8030303;39;0.7358491;53;1.0;31;0.5849057;28;18;0.6428571;15;0.8333333;18;1;13;0.7222222;28;15;0.5357143;15;1;15;1;11;0.7333333;0;0;0;0;0;0;0;0;0;38;35;0.9210526;24;0.6857143;35;1;18;0.5142857;*;*;*;*;*;*;*;*;0.6521739;*;*;*;*;*;*;*;0;*;2016/17
NT422;BMI - THE LONDON INDEPENDENT HOSPITAL;67;54;0.8059701;38;0.7037037;54;1.0;32;0.5925926;20;17;0.85;12;0.7058824;17;1;8;0.4705882;20;12;0.6;12;1;12;1;4;0.3333333;0;0;0;0;0;0;0;0;0;47;37;0.787234;26;0.7027027;37;1;24;0.6486486;47;26;0.5531915;26;1;26;1;18;0.6923077;0;0;0;0;0;0;0;0;0;2017/18
