Organisation Code,Organisation Name,All Procedures - Total HES Procedures,All Procedures - Total Pre-Op Qs,All Procedures - Participation Rate,All Procedures - Total Linked,All Procedures - Linkage rate,All Procedures - Total Q2s sent to date,All Procedures - Issue rate,All Procedures - Total Q2s returned to date,All Procedures - Response rate,Hip Replacement - Total HES Procedures,Hip Replacement - Total Pre-Op Qs,Hip Replacement - Participation Rate,Hip Replacement - Total Linked,Hip Replacement - Linkage rate,Hip Replacement - Total Q2s sent to date,Hip Replacement - Issue rate,Hip Replacement - Total Q2s returned to date,Hip Replacement - Response rate,Primary Hip Replacement - Total HES Procedures,Primary Hip Replacement - Total Pre-Op Qs,Primary Hip Replacement - Participation Rate,Primary Hip Replacement - Total Linked,Primary Hip Replacement - Linkage rate,Primary Hip Replacement - Total Q2s sent to date,Primary Hip Replacement - Issue rate,Primary Hip Replacement - Total Q2s returned to date,Primary Hip Replacement - Response rate,Revision Hip Replacement - Total HES Procedures,Revision Hip Replacement - Total Pre-Op Qs,Revision Hip Replacement - Participation Rate,Revision Hip Replacement - Total Linked,Revision Hip Replacement - Linkage rate,Revision Hip Replacement - Total Q2s sent to date,Revision Hip Replacement - Issue rate,Revision Hip Replacement - Total Q2s returned to date,Revision Hip Replacement - Response rate,Knee Replacement - Total HES Procedures,Knee Replacement - Total Pre-Op Qs,Knee Replacement - Participation Rate,Knee Replacement - Total Linked,Knee Replacement - Linkage rate,Knee Replacement - Total Q2s sent to date,Knee Replacement - Issue rate,Knee Replacement - Total Q2s returned to date,Knee Replacement - Response rate,Primary Knee Replacement - Total HES Procedures,Primary Knee Replacement - Total Pre-Op Qs,Primary Knee Replacement - Participation Rate,Primary Knee Replacement - Total Linked,Primary Knee Replacement - Linkage rate,Primary Knee Replacement - Total Q2s sent to date,Primary Knee Replacement - Issue rate,Primary Knee Replacement - Total Q2s returned to date,Primary Knee Replacement - Response rate,Revision Knee Replacement - Total HES Procedures,Revision Knee Replacement - Total Pre-Op Qs,Revision Knee Replacement - Participation Rate,Revision Knee Replacement - Total Linked,Revision Knee Replacement - Linkage rate,Revision Knee Replacement - Total Q2s sent to date,Revision Knee Replacement - Issue rate,Revision Knee Replacement - Total Q2s returned to date,Revision Knee Replacement - Response rate
NT327,SPIRE MANCHESTER HOSPITAL,114,125,1.0964912,83,0.664,109,0.872,77,0.706422,41,43,1.0487805,28,0.6511628,36,0.8372093,25,0.6944444,41,28,0.6829268,28,1,23,0.8214286,18,0.7826087,0,0,0,0,0,0,0,0,0,73,82,1.1232877,55,0.6707317,73,0.8902439,52,0.7123288,73,55,0.7534247,55,1,49,0.8909091,34,0.6938776,0,0,0,0,0,0,0,0,0
NT350,SPIRE METHLEY PARK HOSPITAL,367,147,0.400545,106,0.7210884,124,0.8435374,100,0.8064516,137,57,0.4160584,45,0.7894737,49,0.8596491,38,0.7755102,137,45,0.3284672,45,1,45,1,37,0.8222222,0,0,0,0,0,0,0,0,0,230,90,0.3913043,61,0.6777778,75,0.8333333,62,0.8266667,*,61,0.2663755,*,1,61,1,52,0.852459,*,0,*,0,0,0,0,0,0
NT364,SPIRE MONTEFIORE HOSPITAL,118,141,1.1949153,32,0.2269504,105,0.7446809,76,0.7238095,52,66,1.2692308,16,0.2424242,48,0.7272727,31,0.6458333,*,*,*,*,*,11,*,8,*,*,*,*,*,*,0,*,0,*,66,75,1.1363636,16,0.2133333,57,0.76,45,0.7894737,*,*,*,*,*,*,0.8,*,0.9166667,*,*,*,*,*,0,*,0,*
NT325,SPIRE MURRAYFIELD HOSPITAL,282,188,0.6666667,163,0.8670213,169,0.8989362,137,0.8106509,114,74,0.6491228,69,0.9324324,69,0.9324324,60,0.8695652,114,69,0.6052632,69,1,65,0.942029,59,0.9076923,0,0,0,0,0,0,0,0,0,168,114,0.6785714,94,0.8245614,100,0.877193,77,0.77,168,94,0.5595238,94,1,83,0.8829787,67,0.8072289,0,0,0,0,0,0,0,0,0
NT318,SPIRE NORWICH HOSPITAL,799,552,0.6908636,358,0.6485507,396,0.7173913,353,0.8914141,450,319,0.7088889,219,0.6865204,238,0.7460815,213,0.894958,*,219,*,219,1,218,0.9954338,195,0.8944954,*,0,*,0,0,0,0,0,0,349,233,0.6676218,139,0.5965665,158,0.6781116,140,0.8860759,*,139,0.4040698,*,1,139,1,127,0.9136691,*,0,*,0,0,0,0,0,0
NT320,SPIRE PARKWAY HOSPITAL,390,171,0.4384615,158,0.9239766,140,0.8187135,108,0.7714286,167,84,0.502994,81,0.9642857,70,0.8333333,56,0.8,*,*,*,*,*,*,*,56,*,*,*,*,*,*,*,*,0,*,223,87,0.3901345,77,0.8850575,70,0.8045977,52,0.7428571,*,*,*,*,*,*,0.8421053,*,0.765625,*,*,*,*,*,0,*,0,*
NT305,SPIRE PORTSMOUTH HOSPITAL,470,240,0.5106383,126,0.525,159,0.6625,147,0.9245283,284,138,0.4859155,72,0.5217391,86,0.6231884,78,0.9069767,284,72,0.2535211,72,1,70,0.9722222,62,0.8857143,0,0,0,0,0,0,0,0,0,186,102,0.5483871,54,0.5294118,73,0.7156863,69,0.9452055,186,54,0.2903226,54,1,53,0.9814815,52,0.9811321,0,0,0,0,0,0,0,0,0
NT339,SPIRE REGENCY HOSPITAL,241,199,0.8257261,149,0.7487437,139,0.6984925,121,0.8705036,112,90,0.8035714,66,0.7333333,66,0.7333333,57,0.8636364,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,129,109,0.8449612,83,0.7614679,73,0.6697248,64,0.8767123,129,83,0.6434109,83,1,58,0.6987952,52,0.8965517,0,0,0,0,0,0,0,0,0
NT301,SPIRE SOUTH BANK HOSPITAL,255,123,0.4823529,115,0.9349593,111,0.902439,102,0.9189189,131,58,0.4427481,54,0.9310345,50,0.862069,45,0.9,*,*,*,*,*,*,*,44,*,*,*,*,*,*,*,*,0,*,124,65,0.5241935,61,0.9384615,61,0.9384615,57,0.9344262,124,61,0.4919355,61,1,58,0.9508197,54,0.9310345,0,0,0,0,0,0,0,0,0
NT304,SPIRE SOUTHAMPTON HOSPITAL,344,241,0.7005814,208,0.8630705,179,0.7427386,143,0.7988827,172,120,0.6976744,114,0.95,94,0.7833333,81,0.8617021,*,*,*,*,*,90,*,79,*,*,*,*,*,*,0,*,0,*,172,121,0.7034884,94,0.7768595,85,0.7024793,62,0.7294118,164,*,*,*,*,*,*,*,*,8,*,*,*,*,*,*,*,*
NT3X3,SPIRE ST ANTHONY'S HOSPITAL,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NT309,SPIRE SUSSEX HOSPITAL,241,157,0.6514523,144,0.9171975,136,0.866242,112,0.8235294,119,59,0.4957983,57,0.9661017,54,0.9152542,48,0.8888889,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,122,98,0.8032787,87,0.8877551,82,0.8367347,64,0.7804878,*,87,0.7435897,*,1,74,0.8505747,60,0.8108108,*,0,*,0,0,0,0,0,0
NT343,SPIRE THAMES VALLEY HOSPITAL,25,17,0.68,15,0.8823529,13,0.7647059,13,1,12,6,0.5,5,0.8333333,3,0.5,3,1,12,*,*,*,*,*,*,*,*,0,0,0,0,0,0,0,0,0,13,11,0.8461538,10,0.9090909,10,0.9090909,10,1,13,10,0.7692308,10,1,9,0.9,9,1,0,0,0,0,0,0,0,0,0
NT310,SPIRE TUNBRIDGE WELLS HOSPITAL,24,119,4.9583333,8,0.0672269,108,0.907563,85,0.787037,13,58,4.4615385,4,0.0689655,56,0.9655172,45,0.8035714,*,*,*,*,*,*,*,*,*,*,0,*,0,0,0,0,0,0,11,61,5.5454545,4,0.0655738,52,0.852459,40,0.7692308,11,*,*,*,*,*,*,*,*,0,0,0,0,0,0,0,0,0
NT333,SPIRE WASHINGTON HOSPITAL,513,136,0.2651072,94,0.6911765,106,0.7794118,85,0.8018868,205,55,0.2682927,38,0.6909091,43,0.7818182,32,0.744186,205,38,0.1853659,38,1,27,0.7105263,22,0.8148148,0,0,0,0,0,0,0,0,0,308,81,0.262987,56,0.691358,63,0.7777778,53,0.8412698,302,*,*,*,*,*,*,*,0.8780488,6,*,*,*,*,*,*,0,*
NT313,SPIRE WELLESLEY HOSPITAL,359,355,0.9888579,333,0.9380282,217,0.6112676,178,0.8202765,135,134,0.9925926,126,0.9402985,81,0.6044776,72,0.8888889,*,*,*,*,*,78,*,69,*,*,*,*,*,*,0,*,0,*,224,221,0.9866071,207,0.9366516,136,0.6153846,106,0.7794118,217,*,*,*,*,*,*,*,*,7,*,*,*,*,*,*,*,*
NT338,SPIRE YALE HOSPITAL,0,12,0,0,0,2,0.1666667,2,1,0,*,*,0,*,*,*,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,12,*,0,0,2,0.1666667,2,1,*,0,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NVC18,SPRINGFIELD HOSPITAL,580,683,1.1775862,576,0.8433382,682,0.9985359,553,0.8108504,273,296,1.0842491,269,0.9087838,296,1,246,0.8310811,267,*,*,*,*,*,*,*,*,6,*,*,*,*,*,*,*,*,307,387,1.2605863,307,0.7932817,386,0.997416,307,0.7953368,300,297,0.99,297,1,297,1,250,0.8417508,7,10,1.4285714,10,1,10,1,6,0.6
RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,58,49,0.8448276,29,0.5918367,44,0.8979592,30,0.6818182,37,27,0.7297297,20,0.7407407,27,1,20,0.7407407,19,8,0.4210526,8,1,8,1,7,0.875,18,12,0.6666667,12,1,12,1,9,0.75,21,22,1.047619,9,0.4090909,17,0.7727273,10,0.5882353,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,783,593,0.7573436,548,0.9241147,589,0.9932546,435,0.7385399,326,240,0.7361963,225,0.9375,238,0.9916667,170,0.7142857,292,213,0.7294521,213,1,212,0.9953052,154,0.7264151,34,12,0.3529412,12,1,12,1,6,0.5,457,353,0.7724289,323,0.9150142,351,0.9943343,265,0.7549858,426,310,0.7276995,310,1,310,1,240,0.7741935,31,13,0.4193548,13,1,13,1,8,0.6153846
NTE02,ST HUGH'S HOSPITAL,570,426,0.7473684,378,0.8873239,423,0.9929577,357,0.8439716,245,187,0.7632653,166,0.8877005,187,1,163,0.8716578,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,325,239,0.7353846,212,0.8870293,236,0.9874477,194,0.8220339,305,201,0.6590164,201,1,200,0.9950249,166,0.83,20,11,0.55,11,1,11,1,10,0.9090909
NHW01,STANDARD HEALTH LTD HQ,20,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RWJ,STOCKPORT NHS FOUNDATION TRUST,802,799,0.9962594,489,0.612015,798,0.9987484,556,0.6967419,425,411,0.9670588,291,0.7080292,410,0.9975669,286,0.697561,400,274,0.685,274,1,274,1,213,0.7773723,25,17,0.68,17,1,17,1,12,0.7058824,377,388,1.0291777,198,0.5103093,388,1,270,0.6958763,353,185,0.5240793,185,1,185,1,148,0.8,24,13,0.5416667,13,1,13,1,9,0.6923077
RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,430,351,0.8162791,205,0.5840456,349,0.994302,233,0.6676218,223,172,0.7713004,96,0.5581395,172,1,118,0.6860465,206,*,*,*,*,*,*,74,*,17,*,*,*,*,*,*,0,*,207,179,0.8647343,109,0.6089385,177,0.9888268,115,0.6497175,193,*,*,*,*,*,*,*,*,14,*,*,*,*,*,*,*,*
AJX,SUSSEX MSK PARTNERSHIP 2,404,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,430,331,0.7697674,262,0.7915408,331,1,224,0.6767372,149,112,0.7516779,93,0.8303571,112,1,79,0.7053571,*,93,*,93,1,93,1,73,0.7849462,*,0,*,0,0,0,0,0,0,281,219,0.7793594,169,0.7716895,219,1,145,0.6621005,271,*,*,*,*,*,*,*,*,10,*,*,*,*,*,*,*,*
RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,622,336,0.5401929,310,0.922619,336,1,285,0.8482143,343,172,0.5014577,158,0.9186047,172,1,141,0.8197674,291,139,0.4776632,139,1,139,1,115,0.8273381,52,19,0.3653846,19,1,19,1,18,0.9473684,279,164,0.5878136,152,0.9268293,164,1,144,0.8780488,264,*,*,*,*,*,*,*,*,15,*,*,*,*,*,*,*,*
NVC02,THE BERKSHIRE INDEPENDENT HOSPITAL,105,107,1.0190476,94,0.8785047,106,0.9906542,93,0.8773585,37,35,0.9459459,35,1,35,1,28,0.8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,68,72,1.0588235,59,0.8194444,71,0.9861111,65,0.915493,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,789,910,1.1533587,762,0.8373626,904,0.9934066,673,0.744469,350,389,1.1114286,342,0.8791774,388,0.9974293,285,0.7345361,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,439,521,1.1867882,420,0.806142,516,0.9904031,388,0.751938,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,732,633,0.8647541,524,0.8278041,630,0.9952607,459,0.7285714,287,224,0.7804878,185,0.8258929,224,1,171,0.7633929,248,177,0.7137097,177,1,177,1,144,0.8135593,39,8,0.2051282,8,1,8,1,6,0.75,445,409,0.9191011,339,0.8288509,406,0.992665,288,0.7093596,423,327,0.7730496,327,1,325,0.9938838,240,0.7384615,22,12,0.5454545,12,1,12,1,11,0.9166667
NXM01,THE HORDER CENTRE - ST JOHNS ROAD,2077,2145,1.0327395,1917,0.8937063,2115,0.986014,1794,0.848227,979,1011,1.0326864,924,0.9139466,996,0.9851632,845,0.8483936,896,884,0.9866071,884,1,879,0.9943439,769,0.8748578,83,40,0.4819277,40,1,40,1,33,0.825,1098,1134,1.0327869,993,0.8756614,1119,0.9867725,949,0.8480786,1066,971,0.9108818,971,1,967,0.9958805,861,0.8903826,32,22,0.6875,22,1,22,1,20,0.9090909
NXM04,THE MCINDOE CENTRE,0,65,0,0,0,65,1,54,0.8307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,65,1,54,0.8307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,1534,1035,0.6747066,725,0.7004831,1031,0.9961353,696,0.6750727,700,430,0.6142857,311,0.7232558,428,0.9953488,295,0.6892523,652,290,0.4447853,290,1,290,1,231,0.7965517,48,21,0.4375,21,1,21,1,19,0.9047619,834,605,0.7254197,414,0.6842975,603,0.9966942,401,0.6650083,775,389,0.5019355,389,1,387,0.9948586,306,0.7906977,59,25,0.4237288,25,1,25,1,16,0.64
RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,516,547,1.0600775,451,0.8244973,544,0.9945155,401,0.7371324,258,269,1.0426357,234,0.8698885,268,0.9962825,203,0.7574627,232,218,0.9396552,218,1,218,1,176,0.8073394,26,16,0.6153846,16,1,16,1,14,0.875,258,278,1.0775194,217,0.7805755,276,0.9928058,198,0.7173913,242,209,0.8636364,209,1,207,0.9904306,164,0.7922705,16,8,0.5,8,1,8,1,5,0.625
RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",543,430,0.7918969,355,0.8255814,429,0.9976744,357,0.8321678,286,195,0.6818182,180,0.9230769,195,1,165,0.8461538,266,173,0.6503759,173,1,173,1,150,0.867052,20,7,0.35,7,1,7,1,7,1,257,235,0.9143969,175,0.7446809,234,0.9957447,192,0.8205128,239,166,0.6945607,166,1,166,1,148,0.8915663,18,9,0.5,9,1,9,1,7,0.7777778
RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,2603,2274,0.8736074,1999,0.8790677,2264,0.9956025,1932,0.8533569,1326,1103,0.831825,1044,0.9465095,1099,0.9963735,943,0.8580528,1141,911,0.7984224,911,1,908,0.9967069,776,0.8546256,185,133,0.7189189,133,1,133,1,115,0.8646617,1277,1171,0.916993,955,0.8155423,1165,0.9948762,989,0.848927,1114,843,0.7567325,843,1,841,0.9976275,725,0.862069,163,112,0.6871166,112,1,112,1,89,0.7946429
RFR,THE ROTHERHAM NHS FOUNDATION TRUST,626,655,1.0463259,408,0.6229008,653,0.9969466,448,0.6860643,304,299,0.9835526,193,0.6454849,299,1,204,0.6822742,285,183,0.6421053,183,1,183,1,148,0.8087432,19,10,0.5263158,10,1,10,1,6,0.6,322,356,1.1055901,215,0.6039326,354,0.994382,244,0.6892655,298,203,0.6812081,203,1,202,0.9950739,170,0.8415842,24,12,0.5,12,1,12,1,8,0.6666667
RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,1825,1302,0.7134247,532,0.4086022,1300,0.9984639,973,0.7484615,941,519,0.5515409,241,0.4643545,518,0.9980732,392,0.7567568,874,231,0.2643021,231,1,231,1,186,0.8051948,67,10,0.1492537,10,1,10,1,7,0.7,884,783,0.8857466,291,0.3716475,782,0.9987229,581,0.7429668,845,283,0.3349112,283,1,283,1,237,0.8374558,39,8,0.2051282,8,1,8,1,6,0.75
RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,2235,2416,1.0809843,2272,0.9403974,2036,0.8427152,1580,0.7760314,1257,1328,1.0564837,1287,0.9691265,1106,0.8328313,859,0.7766727,1046,1096,1.0478011,1096,1,919,0.8385036,721,0.7845484,211,191,0.9052133,191,1,155,0.8115183,116,0.7483871,978,1088,1.1124744,985,0.9053309,930,0.8547794,721,0.7752688,852,882,1.0352113,882,1,761,0.8628118,594,0.7805519,126,103,0.8174603,103,1,85,0.8252427,66,0.7764706
RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,1031,1005,0.9747818,844,0.839801,1004,0.999005,738,0.7350598,483,463,0.9585921,392,0.8466523,463,1,340,0.7343413,453,369,0.8145695,369,1,369,1,280,0.7588076,30,23,0.7666667,23,1,23,1,19,0.826087,548,542,0.9890511,452,0.8339483,541,0.998155,398,0.7356747,531,438,0.8248588,438,1,437,0.9977169,343,0.784897,17,14,0.8235294,14,1,14,1,12,0.8571429
NN801,THE SPENCER WING (RAMSGATE ROAD),131,300,2.2900763,72,0.24,299,0.9966667,223,0.7458194,49,113,2.3061224,30,0.2654867,113,1,95,0.840708,49,30,0.6122449,30,1,30,1,26,0.8666667,0,0,0,0,0,0,0,0,0,82,187,2.2804878,42,0.2245989,186,0.9946524,128,0.688172,*,42,0.525,*,1,41,0.9761905,30,0.7317073,*,0,*,0,0,0,0,0,0
NVC20,THE YORKSHIRE CLINIC,811,870,1.0727497,803,0.9229885,868,0.9977011,699,0.8052995,371,376,1.0134771,360,0.9574468,375,0.9973404,304,0.8106667,359,348,0.9693593,348,1,347,0.9971264,283,0.815562,12,12,1,12,1,12,1,11,0.9166667,440,494,1.1227273,443,0.8967611,493,0.9979757,395,0.801217,430,434,1.0093023,434,1,433,0.9976959,349,0.8060046,10,9,0.9,9,1,9,1,7,0.7777778
RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,664,774,1.1656627,456,0.5891473,771,0.996124,548,0.7107652,349,365,1.0458453,232,0.6356164,362,0.9917808,251,0.6933702,302,204,0.6754967,204,1,204,1,161,0.7892157,47,28,0.5957447,28,1,28,1,21,0.75,315,409,1.2984127,224,0.5476773,409,1,297,0.7261614,287,210,0.7317073,210,1,210,1,177,0.8428571,28,14,0.5,14,1,14,1,9,0.6428571
NN501,TRAFFORD GENERAL HOSPITAL,0,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,0,*,*,*,*,*,*,*,*,0,*,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,*,0,*,*,0,0,0,0,0,*,0,*,0,0,0,0,0,0
NN401,TYNESIDE SURGICAL SERVICES,68,42,0.6176471,28,0.6666667,42,1,34,0.8095238,27,17,0.6296296,13,0.7647059,17,1,17,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,41,25,0.6097561,15,0.6,25,1,17,0.68,41,15,0.3658537,15,1,15,1,12,0.8,0,0,0,0,0,0,0,0,0
RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,1334,1043,0.7818591,793,0.7603068,1041,0.9980825,766,0.7358309,573,437,0.7626527,352,0.805492,437,1,316,0.7231121,512,321,0.6269531,321,1,321,1,253,0.788162,61,31,0.5081967,31,1,31,1,21,0.6774194,761,606,0.7963206,441,0.7277228,604,0.9966997,450,0.7450331,709,435,0.6135402,435,1,435,1,363,0.8344828,52,6,0.1153846,6,1,6,1,6,1
RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,614,607,0.9885993,517,0.8517298,586,0.9654036,374,0.6382253,361,329,0.9113573,303,0.9209726,323,0.9817629,211,0.6532508,334,286,0.8562874,286,1,282,0.986014,184,0.6524823,27,17,0.6296296,17,1,17,1,10,0.5882353,253,278,1.0988142,214,0.7697842,263,0.9460432,163,0.6197719,222,194,0.8738739,194,1,181,0.9329897,113,0.6243094,31,20,0.6451613,20,1,19,0.95,10,0.5263158
RM2,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,467,384,0.8222698,293,0.7630208,384,1,292,0.7604167,226,190,0.840708,149,0.7842105,190,1,138,0.7263158,214,142,0.6635514,142,1,142,1,108,0.7605634,12,7,0.5833333,7,1,7,1,5,0.7142857,241,194,0.8049793,144,0.742268,194,1,154,0.7938144,231,137,0.5930736,137,1,137,1,114,0.8321168,10,7,0.7,7,1,7,1,7,1
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,840,720,0.8571429,466,0.6472222,614,0.8527778,410,0.6677524,478,369,0.7719665,295,0.799458,322,0.8726287,214,0.6645963,408,262,0.6421569,262,1,249,0.9503817,177,0.7108434,70,33,0.4714286,33,1,32,0.969697,24,0.75,362,351,0.9696133,171,0.4871795,292,0.8319088,196,0.6712329,299,140,0.4682274,140,1,134,0.9571429,101,0.7537313,63,31,0.4920635,31,1,31,1,22,0.7096774
RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,1261,1280,1.0150674,613,0.4789063,1271,0.9929688,854,0.6719119,591,595,1.0067682,289,0.4857143,589,0.989916,398,0.6757216,518,259,0.5,259,1,258,0.996139,214,0.8294574,73,30,0.4109589,30,1,30,1,25,0.8333333,670,685,1.0223881,324,0.4729927,682,0.9956204,456,0.6686217,607,314,0.5172982,314,1,313,0.9968153,254,0.8115016,63,10,0.1587302,10,1,10,1,8,0.8
RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,1678,1811,1.079261,1477,0.8155715,1808,0.9983435,1391,0.7693584,820,811,0.9890244,719,0.8865598,810,0.998767,620,0.7654321,760,668,0.8789474,668,1,667,0.998503,541,0.8110945,60,51,0.85,51,1,51,1,37,0.7254902,858,1000,1.1655012,758,0.758,998,0.998,771,0.7725451,809,722,0.8924598,722,1,722,1,595,0.8240997,49,36,0.7346939,36,1,36,1,30,0.8333333
RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,1776,1874,1.0551802,1578,0.8420491,1859,0.9919957,1434,0.7713825,761,758,0.9960578,679,0.8957784,754,0.994723,588,0.7798408,709,637,0.8984485,637,1,636,0.9984301,512,0.8050314,52,42,0.8076923,42,1,42,1,31,0.7380952,1015,1116,1.0995074,899,0.8055556,1105,0.9901434,846,0.7656109,951,847,0.8906414,847,1,845,0.9976387,680,0.8047337,64,52,0.8125,52,1,52,1,39,0.75
RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,1385,1106,0.798556,815,0.7368897,1094,0.9891501,800,0.7312614,613,489,0.7977162,368,0.7525562,485,0.99182,347,0.7154639,579,350,0.6044905,350,1,350,1,279,0.7971429,34,18,0.5294118,18,1,18,1,11,0.6111111,772,617,0.7992228,447,0.7244733,609,0.987034,453,0.7438424,743,437,0.5881561,437,1,437,1,351,0.8032037,29,10,0.3448276,10,1,10,1,7,0.7
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,1319,1138,0.8627748,840,0.7381371,1134,0.9964851,766,0.675485,561,458,0.8163993,361,0.7882096,456,0.9956332,311,0.6820175,494,331,0.6700405,331,1,330,0.9969789,243,0.7363636,67,30,0.4477612,30,1,30,1,24,0.8,758,680,0.8970976,479,0.7044118,678,0.9970588,455,0.6710914,723,469,0.648686,469,1,468,0.9978678,352,0.7521368,35,10,0.2857143,10,1,10,1,8,0.8
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,781,801,1.0256082,634,0.7915106,801,1,623,0.7777778,397,391,0.9848866,321,0.8209719,391,1,311,0.7953964,368,300,0.8152174,300,1,300,1,258,0.86,29,21,0.7241379,21,1,21,1,18,0.8571429,384,410,1.0677083,313,0.7634146,410,1,312,0.7609756,359,296,0.8245125,296,1,296,1,247,0.8344595,25,17,0.68,17,1,17,1,11,0.6470588
RBK,WALSALL HEALTHCARE NHS TRUST,366,336,0.9180328,229,0.6815476,333,0.9910714,222,0.6666667,143,125,0.8741259,96,0.768,124,0.992,90,0.7258065,*,*,*,*,*,*,*,71,*,*,*,*,*,*,*,*,0,*,223,211,0.9461883,133,0.6303318,209,0.9905213,132,0.6315789,214,*,*,*,*,*,*,*,*,9,*,*,*,*,*,*,*,*
RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,751,624,0.8308921,531,0.8509615,610,0.9775641,478,0.7836066,324,265,0.8179012,233,0.8792453,259,0.9773585,195,0.7528958,298,216,0.7248322,216,1,216,1,170,0.787037,26,17,0.6538462,17,1,17,1,8,0.4705882,427,359,0.8407494,298,0.8300836,351,0.9777159,283,0.8062678,409,289,0.7066015,289,1,288,0.9965398,241,0.8368056,18,9,0.5,9,1,9,1,6,0.6666667
