Organisation Code,Organisation Name,All Procedures - Total HES Procedures,All Procedures - Total Pre-Op Qs,All Procedures - Participation Rate,All Procedures - Total Linked,All Procedures - Linkage rate,All Procedures - Total Q2s sent to date,All Procedures - Issue rate,All Procedures - Total Q2s returned to date,All Procedures - Response rate,Hip Replacement - Total HES Procedures,Hip Replacement - Total Pre-Op Qs,Hip Replacement - Participation Rate,Hip Replacement - Total Linked,Hip Replacement - Linkage rate,Hip Replacement - Total Q2s sent to date,Hip Replacement - Issue rate,Hip Replacement - Total Q2s returned to date,Hip Replacement - Response rate,Primary Hip Replacement - Total HES Procedures,Primary Hip Replacement - Total Pre-Op Qs,Primary Hip Replacement - Participation Rate,Primary Hip Replacement - Total Linked,Primary Hip Replacement - Linkage rate,Primary Hip Replacement - Total Q2s sent to date,Primary Hip Replacement - Issue rate,Primary Hip Replacement - Total Q2s returned to date,Primary Hip Replacement - Response rate,Revision Hip Replacement - Total HES Procedures,Revision Hip Replacement - Total Pre-Op Qs,Revision Hip Replacement - Participation Rate,Revision Hip Replacement - Total Linked,Revision Hip Replacement - Linkage rate,Revision Hip Replacement - Total Q2s sent to date,Revision Hip Replacement - Issue rate,Revision Hip Replacement - Total Q2s returned to date,Revision Hip Replacement - Response rate,Knee Replacement - Total HES Procedures,Knee Replacement - Total Pre-Op Qs,Knee Replacement - Participation Rate,Knee Replacement - Total Linked,Knee Replacement - Linkage rate,Knee Replacement - Total Q2s sent to date,Knee Replacement - Issue rate,Knee Replacement - Total Q2s returned to date,Knee Replacement - Response rate,Primary Knee Replacement - Total HES Procedures,Primary Knee Replacement - Total Pre-Op Qs,Primary Knee Replacement - Participation Rate,Primary Knee Replacement - Total Linked,Primary Knee Replacement - Linkage rate,Primary Knee Replacement - Total Q2s sent to date,Primary Knee Replacement - Issue rate,Primary Knee Replacement - Total Q2s returned to date,Primary Knee Replacement - Response rate,Revision Knee Replacement - Total HES Procedures,Revision Knee Replacement - Total Pre-Op Qs,Revision Knee Replacement - Participation Rate,Revision Knee Replacement - Total Linked,Revision Knee Replacement - Linkage rate,Revision Knee Replacement - Total Q2s sent to date,Revision Knee Replacement - Issue rate,Revision Knee Replacement - Total Q2s returned to date,Revision Knee Replacement - Response rate
NT322,SPIRE LEICESTER HOSPITAL,745,631,0.8469799,567,0.8985737,272,0.4310618,272,1,318,267,0.8396226,246,0.9213483,143,0.5355805,143,1,312,*,*,*,*,*,*,*,*,6,*,*,*,*,*,*,*,*,427,364,0.852459,321,0.8818681,129,0.3543956,129,1,*,321,0.7552941,*,1,126,0.3925234,126,1,*,0,*,0,0,0,0,0,0
NT321,SPIRE LITTLE ASTON HOSPITAL,633,483,0.7630332,447,0.9254658,161,0.3333333,161,1,280,212,0.7571429,194,0.9150943,84,0.3962264,84,1,*,194,*,194,1,81,0.4175258,81,1,*,0,*,0,0,0,0,0,0,353,271,0.7677054,253,0.9335793,77,0.2841328,77,1,*,253,0.7270115,*,1,72,0.284585,72,1,*,0,*,0,0,0,0,0,0
NT337,SPIRE LIVERPOOL HOSPITAL,476,404,0.8487395,371,0.9183168,124,0.3069307,124,1,173,146,0.8439306,136,0.9315068,47,0.3219178,47,1,*,*,*,*,*,45,*,45,*,*,*,*,*,*,0,*,0,*,303,258,0.8514851,235,0.9108527,77,0.2984496,77,1,*,235,0.7781457,*,1,73,0.3106383,73,1,*,0,*,0,0,0,0,0,0
NT314,SPIRE LONDON EAST,137,103,0.7518248,97,0.9417476,25,0.2427184,25,1,43,30,0.6976744,29,0.9666667,3,0.1,3,1,*,29,*,29,1,3,0.1034483,3,1,*,0,*,0,0,0,0,0,0,94,73,0.7765957,68,0.9315068,22,0.3013699,22,1,94,68,0.7234043,68,1,22,0.3235294,22,1,0,0,0,0,0,0,0,0,0
NT327,SPIRE MANCHESTER HOSPITAL,160,181,1.13125,121,0.6685083,57,0.3149171,57,1,78,81,1.0384615,60,0.7407407,21,0.2592593,21,1,*,*,*,*,*,14,*,14,*,*,*,*,*,*,0,*,0,*,82,100,1.2195122,61,0.61,36,0.36,36,1,82,61,0.7439024,61,1,25,0.4098361,25,1,0,0,0,0,0,0,0,0,0
NT350,SPIRE METHLEY PARK HOSPITAL,526,515,0.9790875,416,0.807767,156,0.3029126,156,1,208,211,1.0144231,171,0.8104265,66,0.3127962,66,1,*,171,*,171,1,61,0.3567251,61,1,*,0,*,0,0,0,0,0,0,318,304,0.9559748,245,0.8059211,90,0.2960526,90,1,*,*,*,*,*,*,0.3127572,*,1,*,*,*,*,*,0,*,0,*
NT364,SPIRE MONTEFIORE HOSPITAL,51,264,5.1764706,37,0.1401515,166,0.6287879,166,1,25,134,5.36,18,0.1343284,75,0.5597015,75,1,25,18,0.72,18,1,8,0.4444444,8,1,0,0,0,0,0,0,0,0,0,26,130,5,19,0.1461538,91,0.7,91,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
NT325,SPIRE MURRAYFIELD HOSPITAL,246,368,1.495935,203,0.5516304,138,0.375,138,1,113,167,1.4778761,102,0.6107784,64,0.3832335,64,1,113,102,0.9026549,102,1,50,0.4901961,50,1,0,0,0,0,0,0,0,0,0,133,201,1.5112782,101,0.5024876,74,0.3681592,74,1,133,101,0.7593985,101,1,46,0.4554455,46,1,0,0,0,0,0,0,0,0,0
NT318,SPIRE NORWICH HOSPITAL,0,959,0,0,0,444,0.4629823,444,1,0,491,0,0,0,225,0.4582485,225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,0,0,0,219,0.4679487,219,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NT30A,SPIRE NOTTINGHAM HOSPITAL,75,50,0.6666667,46,0.92,34,0.68,34,1,34,25,0.7352941,24,0.96,19,0.76,19,1,34,24,0.7058824,24,1,19,0.7916667,19,1,0,0,0,0,0,0,0,0,0,41,25,0.6097561,22,0.88,15,0.6,15,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
NT320,SPIRE PARKWAY HOSPITAL,660,605,0.9166667,535,0.8842975,114,0.1884298,114,1,319,290,0.9090909,265,0.9137931,75,0.2586207,75,1,319,265,0.830721,265,1,70,0.2641509,70,1,0,0,0,0,0,0,0,0,0,341,315,0.9237537,270,0.8571429,39,0.1238095,39,1,335,*,*,*,*,*,0.1375465,*,1,6,*,*,*,*,0,*,0,*
NT305,SPIRE PORTSMOUTH HOSPITAL,497,497,1,375,0.7545272,260,0.5231388,260,1,271,263,0.9704797,202,0.7680608,139,0.5285171,139,1,271,202,0.7453875,202,1,118,0.5841584,118,1,0,0,0,0,0,0,0,0,0,226,234,1.0353982,173,0.7393162,121,0.517094,121,1,226,173,0.7654867,173,1,97,0.5606936,97,1,0,0,0,0,0,0,0,0,0
NT339,SPIRE REGENCY HOSPITAL,260,252,0.9692308,228,0.9047619,117,0.4642857,117,1,101,94,0.9306931,87,0.9255319,45,0.4787234,45,1,*,*,*,*,*,45,*,45,*,*,*,*,*,*,0,*,0,*,159,158,0.9937107,141,0.8924051,72,0.4556962,72,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
NT301,SPIRE SOUTH BANK HOSPITAL,280,315,1.125,270,0.8571429,136,0.431746,136,1,141,163,1.1560284,139,0.8527607,65,0.398773,65,1,*,*,*,*,*,63,*,63,*,*,*,*,*,*,0,*,0,*,139,152,1.0935252,131,0.8618421,71,0.4671053,71,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
NT304,SPIRE SOUTHAMPTON HOSPITAL,448,382,0.8526786,352,0.921466,169,0.4424084,169,1,240,211,0.8791667,197,0.9336493,102,0.4834123,102,1,*,*,*,*,*,98,*,98,*,*,*,*,*,*,0,*,0,*,208,171,0.8221154,155,0.9064327,67,0.3918129,67,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
NT3X3,SPIRE ST ANTHONY'S HOSPITAL,44,49,1.1136364,35,0.7142857,18,0.3673469,18,1,22,29,1.3181818,18,0.6206897,12,0.4137931,12,1,22,18,0.8181818,18,1,9,0.5,9,1,0,0,0,0,0,0,0,0,0,22,20,0.9090909,17,0.85,6,0.3,6,1,22,17,0.7727273,17,1,5,0.2941176,5,1,0,0,0,0,0,0,0,0,0
NT309,SPIRE SUSSEX HOSPITAL,236,229,0.970339,197,0.860262,105,0.4585153,105,1,107,100,0.9345794,84,0.84,44,0.44,44,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,129,129,1,113,0.875969,61,0.4728682,61,1,*,*,*,*,*,*,0.5446429,*,1,*,*,*,*,*,0,*,0,*
NT343,SPIRE THAMES VALLEY HOSPITAL,36,22,0.6111111,19,0.8636364,8,0.3636364,8,1,13,8,0.6153846,7,0.875,4,0.5,4,1,13,7,0.5384615,7,1,4,0.5714286,4,1,0,0,0,0,0,0,0,0,0,23,14,0.6086957,12,0.8571429,4,0.2857143,4,1,23,12,0.5217391,12,1,4,0.3333333,4,1,0,0,0,0,0,0,0,0,0
NT310,SPIRE TUNBRIDGE WELLS HOSPITAL,67,58,0.8656716,48,0.8275862,24,0.4137931,24,1,26,24,0.9230769,19,0.7916667,11,0.4583333,11,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,41,34,0.8292683,29,0.8529412,13,0.3823529,13,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
NT333,SPIRE WASHINGTON HOSPITAL,548,579,1.0565693,454,0.7841105,285,0.492228,285,1,237,259,1.092827,207,0.7992278,136,0.5250965,136,1,237,207,0.8734177,207,1,116,0.5603865,116,1,0,0,0,0,0,0,0,0,0,311,320,1.0289389,247,0.771875,149,0.465625,149,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
NT313,SPIRE WELLESLEY HOSPITAL,348,266,0.7643678,226,0.8496241,117,0.4398496,117,1,130,104,0.8,85,0.8173077,43,0.4134615,43,1,130,85,0.6538462,85,1,35,0.4117647,35,1,0,0,0,0,0,0,0,0,0,218,162,0.7431193,141,0.8703704,74,0.4567901,74,1,211,*,*,*,*,*,*,*,*,7,*,*,*,*,*,*,*,*
NVC18,SPRINGFIELD HOSPITAL,812,846,1.0418719,764,0.9030733,844,0.9976359,643,0.7618483,358,371,1.0363128,339,0.9137466,371,1,291,0.7843666,348,328,0.9425287,328,1,328,1,263,0.8018293,10,11,1.1,11,1,11,1,9,0.8181818,454,475,1.0462555,425,0.8947368,473,0.9957895,352,0.744186,445,417,0.9370787,417,1,416,0.9976019,326,0.7836538,9,8,0.8888889,8,1,8,1,6,0.75
RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,58,30,0.5172414,13,0.4333333,29,0.9666667,11,0.3793103,37,18,0.4864865,9,0.5,18,1,8,0.4444444,15,*,*,*,*,*,*,*,*,22,*,*,*,*,*,*,*,*,21,12,0.5714286,4,0.3333333,11,0.9166667,3,0.2727273,9,*,*,*,*,*,*,*,*,12,*,*,*,*,*,*,0,*
RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,748,633,0.8462567,606,0.957346,626,0.9889415,436,0.6964856,338,277,0.8195266,266,0.9602888,272,0.9819495,192,0.7058824,309,254,0.8220065,254,1,254,1,183,0.7204724,29,12,0.4137931,12,1,11,0.9166667,7,0.6363636,410,356,0.8682927,340,0.9550562,354,0.994382,244,0.6892655,380,318,0.8368421,318,1,318,1,223,0.7012579,30,22,0.7333333,22,1,22,1,15,0.6818182
NTE02,ST HUGH'S HOSPITAL,602,601,0.9983389,518,0.8618968,596,0.9916805,462,0.7751678,268,267,0.9962687,228,0.8539326,266,0.9962547,206,0.7744361,*,*,*,*,*,*,*,191,*,*,*,*,*,*,*,*,0,*,334,334,1,290,0.8682635,330,0.988024,256,0.7757576,324,281,0.867284,281,1,278,0.9893238,232,0.8345324,10,9,0.9,9,1,9,1,3,0.3333333
RWJ,STOCKPORT NHS FOUNDATION TRUST,904,682,0.7544248,531,0.7785924,678,0.9941349,473,0.6976401,474,332,0.7004219,262,0.7891566,331,0.996988,226,0.6827795,455,252,0.5538462,252,1,251,0.9960317,200,0.7968127,19,10,0.5263158,10,1,10,1,6,0.6,430,350,0.8139535,269,0.7685714,347,0.9914286,247,0.7118156,410,257,0.6268293,257,1,256,0.9961089,208,0.8125,20,12,0.6,12,1,11,0.9166667,8,0.7272727
RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,354,385,1.0875706,273,0.7090909,379,0.9844156,222,0.585752,167,184,1.1017964,132,0.7173913,181,0.9836957,104,0.5745856,157,*,*,*,*,*,*,*,*,10,*,*,*,*,*,*,*,*,187,201,1.0748663,141,0.7014925,198,0.9850746,118,0.5959596,179,*,*,*,*,*,*,*,*,8,*,*,*,*,*,*,*,*
AJX,SUSSEX MSK PARTNERSHIP 2,111,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,*,0,0,*,0,0,0,0,0,*,0,*,0,0,0,0,0,0
RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,517,454,0.8781431,243,0.5352423,451,0.9933921,233,0.5166297,186,205,1.1021505,113,0.5512195,204,0.995122,108,0.5294118,186,113,0.6075269,113,1,113,1,82,0.7256637,0,0,0,0,0,0,0,0,0,331,249,0.7522659,130,0.5220884,247,0.9919679,125,0.5060729,317,*,*,*,*,*,*,*,*,14,*,*,*,*,*,*,*,*
RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,472,85,0.1800847,76,0.8941176,85,1,67,0.7882353,257,47,0.1828794,41,0.8723404,47,1,38,0.8085106,209,*,*,*,*,*,*,*,*,48,*,*,*,*,*,*,*,*,215,38,0.1767442,35,0.9210526,38,1,29,0.7631579,198,*,*,*,*,*,*,*,0.8529412,17,*,*,*,*,*,*,0,*
NVC0R,TEES VALLEY HOSPITAL,120,58,0.4833333,51,0.8793103,58,1,40,0.6896552,50,25,0.5,24,0.96,25,1,18,0.72,50,24,0.48,24,1,24,1,18,0.75,0,0,0,0,0,0,0,0,0,70,33,0.4714286,27,0.8181818,33,1,22,0.6666667,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
NVC35,TEES VALLEY TREATMENT CENTRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NVC02,THE BERKSHIRE INDEPENDENT HOSPITAL,166,236,1.4216867,215,0.9110169,235,0.9957627,142,0.6042553,81,116,1.4320988,104,0.8965517,116,1,73,0.6293103,*,*,*,*,*,*,*,65,*,*,*,*,*,*,*,*,0,*,85,120,1.4117647,111,0.925,119,0.9916667,69,0.5798319,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,668,804,1.2035928,641,0.7972637,801,0.9962687,480,0.5992509,323,382,1.1826625,315,0.8246073,381,0.9973822,230,0.6036745,*,*,*,*,*,*,*,207,*,*,*,*,*,*,*,*,0,*,345,422,1.2231884,326,0.7725118,420,0.9952607,250,0.5952381,337,*,*,*,*,*,*,*,*,8,*,*,*,*,*,*,*,*
RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,787,731,0.9288437,570,0.7797538,725,0.9917921,448,0.617931,303,280,0.9240924,223,0.7964286,275,0.9821429,184,0.6690909,284,214,0.7535211,214,1,210,0.9813084,158,0.752381,19,9,0.4736842,9,1,9,1,6,0.6666667,484,451,0.9318182,347,0.7694013,450,0.9977827,264,0.5866667,451,325,0.7206208,325,1,324,0.9969231,221,0.6820988,33,22,0.6666667,22,1,22,1,12,0.5454545
NXM01,THE HORDER CENTRE - ST JOHNS ROAD,1780,1659,0.9320225,1540,0.92827,1576,0.9499699,1283,0.8140863,882,809,0.9172336,760,0.9394314,778,0.9616811,635,0.8161954,816,718,0.879902,718,1,699,0.9735376,579,0.8283262,66,42,0.6363636,42,1,42,1,36,0.8571429,898,850,0.9465479,780,0.9176471,798,0.9388235,648,0.8120301,861,757,0.8792102,757,1,727,0.9603699,608,0.8363136,37,23,0.6216216,23,1,22,0.9565217,20,0.9090909
NXM04,THE MCINDOE CENTRE,0,73,0,0,0,70,0.9589041,51,0.7285714,0,29,0,0,0,27,0.9310345,18,0.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,43,0.9772727,33,0.7674419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DX1,THE NEW FOSCOTE HOSPITAL LTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,1420,653,0.4598592,456,0.6983155,649,0.9938744,375,0.577812,602,250,0.4152824,175,0.7,248,0.992,150,0.6048387,559,158,0.2826476,158,1,156,0.9873418,110,0.7051282,43,17,0.3953488,17,1,17,1,13,0.7647059,818,403,0.492665,281,0.6972705,401,0.9950372,225,0.5610973,757,258,0.340819,258,1,257,0.996124,176,0.6848249,61,23,0.3770492,23,1,23,1,15,0.6521739
RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,597,556,0.9313233,463,0.8327338,550,0.9892086,373,0.6781818,297,258,0.8686869,227,0.879845,255,0.9883721,168,0.6588235,264,210,0.7954545,210,1,209,0.9952381,150,0.7177033,33,17,0.5151515,17,1,17,1,11,0.6470588,300,298,0.9933333,236,0.7919463,295,0.9899329,205,0.6949153,291,*,*,*,*,*,*,*,*,9,*,*,*,*,*,*,*,*
RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",550,291,0.5290909,205,0.7044674,288,0.9896907,203,0.7048611,295,148,0.5016949,109,0.7364865,147,0.9932432,110,0.7482993,277,102,0.368231,102,1,102,1,85,0.8333333,18,7,0.3888889,7,1,7,1,5,0.7142857,255,143,0.5607843,96,0.6713287,141,0.986014,93,0.6595745,237,89,0.3755274,89,1,88,0.988764,74,0.8409091,18,7,0.3888889,7,1,6,0.8571429,6,1
RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,2859,2782,0.9730675,2570,0.9237958,2746,0.9870597,2224,0.8099053,1277,1239,0.9702428,1149,0.9273608,1219,0.9838579,990,0.8121411,1146,1032,0.9005236,1032,1,1027,0.995155,857,0.8344693,131,117,0.8931298,117,1,116,0.991453,83,0.7155172,1582,1543,0.9753477,1421,0.9209332,1527,0.9896306,1234,0.8081205,1386,1274,0.9191919,1274,1,1271,0.9976452,1052,0.8276947,196,147,0.75,147,1,147,1,112,0.7619048
RFR,THE ROTHERHAM NHS FOUNDATION TRUST,619,536,0.8659128,362,0.6753731,528,0.9850746,352,0.6666667,286,252,0.8811189,181,0.718254,247,0.9801587,161,0.6518219,263,169,0.6425856,169,1,166,0.9822485,118,0.7108434,23,12,0.5217391,12,1,12,1,9,0.75,333,284,0.8528529,181,0.6373239,281,0.9894366,191,0.6797153,315,*,*,*,*,*,*,*,*,18,*,*,*,*,*,*,*,*
RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,1560,1481,0.949359,1416,0.9561107,1477,0.9972991,1200,0.8124577,743,688,0.9259758,669,0.9723837,686,0.997093,566,0.8250729,703,634,0.9018492,634,1,633,0.9984227,530,0.8372828,40,35,0.875,35,1,35,1,27,0.7714286,817,793,0.9706242,747,0.9419924,791,0.9974779,634,0.8015171,792,730,0.9217172,730,1,729,0.9986301,593,0.8134431,25,17,0.68,17,1,17,1,12,0.7058824
RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,2466,2158,0.8751014,1982,0.918443,2141,0.9921223,1565,0.7309668,1296,1119,0.8634259,1040,0.9294013,1108,0.9901698,829,0.7481949,1131,942,0.8328912,942,1,940,0.9978769,708,0.7531915,165,98,0.5939394,98,1,97,0.9897959,78,0.8041237,1170,1039,0.8880342,942,0.906641,1033,0.9942252,736,0.7124879,1016,852,0.8385827,852,1,848,0.9953052,628,0.740566,154,90,0.5844156,90,1,90,1,52,0.5777778
RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,1408,1038,0.7372159,959,0.9238921,1036,0.9980732,743,0.7171815,612,440,0.7189542,415,0.9431818,439,0.9977273,334,0.76082,579,398,0.6873921,398,1,398,1,308,0.7738693,33,17,0.5151515,17,1,17,1,11,0.6470588,796,598,0.7512563,544,0.909699,597,0.9983278,409,0.6850921,763,530,0.6946265,530,1,530,1,380,0.7169811,33,14,0.4242424,14,1,14,1,9,0.6428571
NT255,THE VALE HOSPITAL,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NVC20,THE YORKSHIRE CLINIC,893,860,0.9630459,840,0.9767442,860,1,656,0.7627907,389,377,0.9691517,365,0.9681698,377,1,288,0.7639257,383,*,*,*,*,*,*,*,*,6,*,*,*,*,*,*,*,*,504,483,0.9583333,475,0.9834369,483,1,368,0.7619048,493,467,0.9472617,467,1,467,1,357,0.764454,11,8,0.7272727,8,1,8,1,6,0.75
RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,578,470,0.8131488,164,0.3489362,464,0.987234,272,0.5862069,306,236,0.7712418,117,0.4957627,234,0.9915254,155,0.6623932,272,93,0.3419118,93,1,93,1,69,0.7419355,34,24,0.7058824,24,1,24,1,18,0.75,272,234,0.8602941,47,0.2008547,230,0.982906,117,0.5086957,246,37,0.1504065,37,1,37,1,29,0.7837838,26,10,0.3846154,10,1,10,1,8,0.8
NN501,TRAFFORD GENERAL HOSPITAL,66,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NN401,TYNESIDE SURGICAL SERVICES,57,66,1.1578947,52,0.7878788,63,0.9545455,42,0.6666667,25,32,1.28,23,0.71875,31,0.96875,18,0.5806452,25,23,0.92,23,1,22,0.9565217,16,0.7272727,0,0,0,0,0,0,0,0,0,32,34,1.0625,29,0.8529412,32,0.9411765,24,0.75,32,29,0.90625,29,1,27,0.9310345,22,0.8148148,0,0,0,0,0,0,0,0,0
RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,1239,969,0.7820823,788,0.8132095,963,0.993808,671,0.6967809,600,470,0.7833333,396,0.8425532,466,0.9914894,333,0.7145923,551,379,0.6878403,379,1,377,0.994723,290,0.7692308,49,17,0.3469388,17,1,17,1,11,0.6470588,639,499,0.7809077,392,0.7855711,497,0.995992,338,0.6800805,597,384,0.6432161,384,1,383,0.9973958,299,0.7806789,42,8,0.1904762,8,1,8,1,8,1
RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,741,668,0.9014845,603,0.9026946,645,0.9655689,353,0.5472868,387,333,0.8604651,303,0.9099099,323,0.96997,180,0.5572755,351,279,0.7948718,279,1,275,0.9856631,162,0.5890909,36,24,0.6666667,24,1,21,0.875,11,0.5238095,354,335,0.9463277,300,0.8955224,322,0.961194,173,0.5372671,324,279,0.8611111,279,1,273,0.9784946,153,0.5604396,30,21,0.7,21,1,19,0.9047619,8,0.4210526
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,755,527,0.6980132,330,0.626186,380,0.7210626,235,0.6184211,392,259,0.6607143,193,0.7451737,201,0.7760618,133,0.6616915,343,165,0.4810496,165,1,147,0.8909091,105,0.7142857,49,28,0.5714286,28,1,26,0.9285714,19,0.7307692,363,268,0.738292,137,0.511194,179,0.6679104,102,0.5698324,314,114,0.3630573,114,1,102,0.8947368,70,0.6862745,49,23,0.4693878,23,1,22,0.9565217,18,0.8181818
RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,1627,776,0.4769514,587,0.7564433,769,0.9909794,454,0.5903771,640,294,0.459375,227,0.7721088,292,0.9931973,185,0.6335616,580,207,0.3568966,207,1,207,1,159,0.7681159,60,20,0.3333333,20,1,20,1,13,0.65,987,482,0.4883485,360,0.746888,477,0.9896266,269,0.5639413,937,336,0.3585912,336,1,334,0.9940476,228,0.6826347,50,24,0.48,24,1,24,1,10,0.4166667
RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,*,0,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,1513,822,0.5432915,559,0.6800487,815,0.9914842,513,0.6294479,655,357,0.5450382,244,0.6834734,354,0.9915966,234,0.6610169,576,224,0.3888889,224,1,221,0.9866071,162,0.7330317,79,20,0.2531646,20,1,20,1,14,0.7,858,465,0.541958,315,0.6774194,461,0.9913978,279,0.6052061,800,304,0.38,304,1,301,0.9901316,214,0.7109635,58,11,0.1896552,11,1,11,1,5,0.4545455
RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,2299,2003,0.8712484,1688,0.8427359,1994,0.9955067,1464,0.7342026,1038,846,0.8150289,731,0.8640662,842,0.9952719,624,0.7410926,973,673,0.6916752,673,1,670,0.9955423,534,0.7970149,65,58,0.8923077,58,1,58,1,50,0.862069,1261,1157,0.9175258,957,0.8271392,1152,0.9956785,840,0.7291667,1200,910,0.7583333,910,1,907,0.9967033,726,0.800441,61,47,0.7704918,47,1,47,1,34,0.7234043
RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,1621,1398,0.8624306,1190,0.851216,1358,0.9713877,907,0.667894,629,502,0.7980922,439,0.874502,490,0.9760956,357,0.7285714,550,388,0.7054545,388,1,385,0.992268,297,0.7714286,79,51,0.6455696,51,1,51,1,40,0.7843137,992,896,0.9032258,751,0.8381696,868,0.96875,550,0.6336406,920,701,0.7619565,701,1,697,0.9942939,488,0.7001435,72,50,0.6944444,50,1,49,0.98,34,0.6938776
RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,1340,1122,0.8373134,732,0.6524064,1118,0.9964349,737,0.6592129,630,544,0.8634921,386,0.7095588,542,0.9963235,369,0.6808118,590,369,0.6254237,369,1,368,0.99729,287,0.7798913,40,17,0.425,17,1,17,1,13,0.7647059,710,578,0.8140845,346,0.5986159,576,0.9965398,368,0.6388889,684,340,0.497076,340,1,338,0.9941176,262,0.7751479,26,6,0.2307692,6,1,6,1,5,0.8333333
